Title,Body,CreaDate,Tags,State,Reactions,Comments,Link,Keywords,Topic_id,,,,,,
runtimebug cuda illegal memory access encountered channels,illegal memory access trying train mnansnet version apex channels concise description reproduce steps reproduce behavior apex imagenet example launch nproc amp py mnansnet workers channels opt intel nvme imagenet data sample messages traces provide well traceback amp py module amp py train train loader model criterion optimizer epoch amp py train scaled loss backward tstand ananconda contextlib py exit next gen tstand ananconda packages apex amp handle py scale loss optimizer post amp backward loss scaler tstand ananconda packages apex amp process optimizer py post backward master weights post backward models masters scaler params stashed grads tstand ananconda packages apex amp process optimizer py post backward models masters scale override grads scale stashed scale scale tstand ananconda packages apex amp scaler py unscale stashed scale stashed scale tstand ananconda packages apex amp scaler py unscale stashed dynanmic tstand ananconda packages apex amp scaler py axpby overflow cpu float model grad float runtimebug cuda illegal memory access encountered terminante called throwing instance,2020-04-28T19:35:49Z,"high priority, module: dependency bug, oncall: binaries, module: cudnn, module: cuda, triaged",OPEN,6,12,https://github.com/pytorch/pytorch/issues/37449,"py, nn, package, functionanl, module, nn_functionanl, conv, loss, inductor, ananconda",11,框架CUDA出错,,,,,CUDA不合法的内存访问
conv backward calculated,convolution backward result correct happens specific combinantion input input output channels groups stride padding mentioned change val backward output correct gives results grad initialized hence output backward equal forward steps reproduce behavior result adding channel result tensor expected behavior tensor version os linux linux installed pip source pip command compiling source nan version cuda cudnn version cpu gpu models configuration nan information nan,2021-01-04T14:40:41Z,"high priority, module: dependency bug, module: nn, module: convolution, triaged, module: correctness (silent)",CLOSED,2,27,https://github.com/pytorch/pytorch/issues/50042,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子输出结果错误,,,,,组卷积后向路径结果不正确
specific batchsize illegal memory access,question help support ask forums discuss org submitting feature request preface feature request submitting report following details description specific batchsize illegal memory access running batchsize illegal memory access batchsize example system info environment collection script version debug cuda os ubuntu lts gcc version ubuntu ubuntu cmake version version version cuda available cuda runtime version collect gpu models configuration gpu geforce titan nvidia driver version cudnn version probably one following cuda cuda libcudnn cuda cuda libcudnn static cuda libcudnn cuda libcudnn cuda libcudnn old cuda libcudnn static cudnn libcudnn cudnn libcudnn static cudnn libcudnn cudnn libcudnn cudnn libcudnn cudnn libcudnn static versions libraries pip numpy pip pip collect caffe installed pip source pip command compiling source sudo pip install wheel os ubuntu version version cuda cudnn version gpu models configuration gcc version compiling source cmake version versions libraries,2018-05-01T08:00:28Z,"module: dependency bug, module: cudnn, module: cuda, triaged, module: assert failure",CLOSED,1,26,https://github.com/pytorch/pytorch/issues/7129,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子资源调度不合理,,,,,torch.autograd.Variable特定batch_size非法访问内存
cuda cache doubles second batch causes oom cache,trying train fcn net sized voc data batch gpu note originanl model trained card question forum discuss org fcn training voc data cuda oom description cuda cache doubles second batch causes oom example example following reproducible gist vlasenkov ccc afcf baa dc produces larger inputs results oom also cache help however allocated released adding help system info,2019-02-01T11:11:51Z,"module: dependency bug, module: cudnn, triaged",OPEN,4,13,https://github.com/pytorch/pytorch/issues/16655,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,框架CUDA出错,,,,,CUDA不清空cache导致内存耗尽
intellisense windows report real message default,hi guys cmake cmakelists txt org libtorch visual studio output tensor works exception happened simply backward images githubusercontent dfc cmakelists txt org images githubusercontent ed reproduce steps reproduce behavior download libtorch debug cpu libtorch win shared deps debug cpu zip cmake org recommended simple backward function exception environment win microsoft visual studio professionanl version libtorch win shared deps debug cpu cmake anything wants pose reproduced solve welcome,2020-11-13T06:21:04Z,"high priority, module: dependency bug, module: windows, module: error checking, module: molly-guard, triaged",CLOSED,0,26,https://github.com/pytorch/pytorch/issues/47900,"cuda, device, libtorch, version, window, org, example, release, extension, system",5,模型训练出错,,,,,后向计算出现异常
inductor leaks memory,inductor backend compile leaks memory every compiled mmseg model currently causing model crash every hours eats ram crashes due oom backends aot eager cudagraphs show completely flat memory usage repro torchdrive notebooks inductor memory ipynb showed month ago well latest release much idea repro showing leaks kb seems unrelated aotautograd issues since occurs inductor explicitly calling gc collect measuring memory usage help versions version cu debug cuda rocm os arch linux gcc version gcc clang version cmake version version libc version glibc version dec gcc bit runtime platform linux arch glibc cuda available cuda runtime version cuda module loading set lazy gpu models configuration gpu nvidia geforce rtx gpu nvidia geforce rtx ti gpu nvidia geforce rtx nvidia driver version cudnn version probably one following opt cudnn libcudnn libcudnn libcudnn adv infer libcudnn adv train libcudnn cnn infer libcudnn cnn train libcudnn ops infer libcudnn ops train hip runtime version miopen runtime version xnnpack available cpu architecture cpu op,2023-03-16T06:27:19Z,"high priority, bug, triaged, module: third_party, module: inductor",CLOSED,4,9,https://github.com/pytorch/pytorch/issues/96937,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,模型资源调度不合理,,,,,内存泄漏
inductor incorrect result vision maskrcnn,vision maskrcnn torchbench incorrect result inductor runtimebug tensor must match tensor non singleton dimension reproduce command benchmarks dynanmo torchbench py accuracy float dcpu inductor settings float inductor skip quiet vision maskrcnn logs cpu eval vision maskrcnn traceback benchmarks dynanmo torchbench py module torchbenchmarkrunner originanl bzheng workspace benchmarks dynanmo common py return maybe fresh cache cold start latency bzheng workspace benchmarks dynanmo common py inner return fn kwargs bzheng workspace benchmarks dynanmo common py runner one model bzheng workspace benchmarks dynanmo common py one model status accuracy bzheng workspace benchmarks dynanmo common py accuracy bzheng workspace dynanmo py return len ref len res bzheng workspace dynanmo py genexpr ai bi fp refi cos similarity tol equal nann exact dtype bzheng workspace dynanmo py bzheng workspace dynanmo py allclose ref res atol tol rtol tol equal nann equal nann runtimebug tensor must match tensor non singleton dimension cpu gmean nannx nannx vision maskrcnn gmean nannx nannx gmean nannx nannx gmean nannx nannx minified repro benchmarks dynanmo torchbench py accuracy float dcpu inductor settings float inductor skip quiet,2022-11-01T16:07:54Z,"bug, triaged",OPEN,0,24,https://github.com/pytorch/pytorch/issues/93598,"py, nn, package, functionanl, module, nn_functionanl, conv, loss, inductor, ananconda",11,模型运行结果错误,,,,,torchbench的Vision_maskrcnn结果不正确
sigmoid behaves inconsistently bit nann inputs,description applying sigmoid doubletensor containing nanns result contain nanns applying sigmoid floattensor containing nanns values resulting tensor nann values small number proportion seems depend deterministically input tensor given input proportion vary one machine another nanns small valued numbers appear periodic pattern output tensor manifest everything done gpu example output input tensor containing nann sigmoid proportion nann result bit input proportion nann result bit input input tensor containing nann sigmoid proportion nann result bit input proportion nann result bit input input tensor containing nann sigmoid proportion nann result bit input proportion nann result bit input input tensor containing nann sigmoid proportion nann result bit input proportion nann result bit input system info version debug cuda os ubuntu lts gcc version ubuntu ubuntu cmake version version version cuda available cuda runtime version gpu models configuration gpu geforce nvidia driver version cudnn version versions libraries pip collect,2018-11-01T13:38:01Z,"high priority, module: dependency bug, module: cpu, module: tests, triaged, module: numerical-reproducibility, module: third_party",CLOSED,2,16,https://github.com/pytorch/pytorch/issues/13448,"tensor, input, dimension, float, return, dtype, cuda, version, nann, element",18,算子输出结果不一致,,,,,torch.sigmoid中32和64bit的NAN数据输出不一致
undefined symbol sormqr,compiled cuda support ubuntu gcc install process terminanted critical bugs already installed machine works importing following import tudor ananconda packages init pyc module sys setdlopenflags flags rtld global flags rtld import nanme nanme importbug tudor ananconda packages libthc undefined symbol sormqr,2017-01-19T14:30:31Z,"high priority, module: dependency bug",CLOSED,0,23,https://github.com/pytorch/pytorch/issues/507,"cuda, device, libtorch, version, window, org, example, release, extension, system",5,框架导入错误,,,,,出现未定义的符号
cublas runtime fp matrix multiplication,sorry duplicate existing report easily find reproduce also fails cublasgemmex called via extension stacktrace works expected fp also works fp matrix slightly smaller environment os linux version cuda cudnn version gpu,2019-08-08T17:07:46Z,"module: dependency bug, module: cuda, triaged, module: half",CLOSED,2,15,https://github.com/pytorch/pytorch/issues/24018,"behavior, result, reproduce, expected, cpu, numpy, expected_behavior, index, different, detail",13,框架对CUDA支持不完善,,,,,CUDA加速库中的cuBLAS runtime error
lu solve batched matrices gpu,lu solve throws provided batched data gpu works unbachted data data cpu tiny matrices reproduce runtimebug traceback pool twoertwe test py module lu data pivots lu lu solve lu data pivots runtimebug cuda invalid configuration argument expected behavior work environment,2020-04-20T14:22:28Z,"high priority, module: dependency bug, module: internals, module: cuda, triaged, module: linear algebra",CLOSED,2,15,https://github.com/pytorch/pytorch/issues/36921,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,框架接口运行结果出错,,,,,lu_solve中批量处理大型矩阵出现错误
segmentation big enough grouped convolutions,environments big enough grouped convolution crashes segmentation executes output possible environments tests aws machines enough ram deal script os deep learning ami ubuntu version ami dd docker actually xlarge instances works ok xlarge crashes reproducing steps create new instance ec select os deep learning ami ubuntu version ami dd xlarge instance inside machine execute docker rm shm pwd workspace latest environment create segmentation steps changing instance xlarge work ok versions fact output crashing machine inside docker workspace collect env py collecting environment information version debug cuda rocm os ubuntu lts gcc version collect clang version collect cmake version collect libc version glibc version default jul gcc bit runtime platform linux aws debian buster sid cuda available cuda runtime version cuda gpu models configuration cuda nvidia driver version cuda cudnn version cuda hip runtime version miopen runtime version versions libraries pip numpy pip pip torchelastic pip torchtext pip blas mkl cudatoolkit nvidia ffmpeg hf mkl mkl service py,2021-12-30T11:24:04Z,"high priority, module: dependency bug, module: crash, module: nn, module: convolution, triaged, module: mkldnn, has workaround",CLOSED,2,14,https://github.com/pytorch/pytorch/issues/70523,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子运行结果错误,,,,,大规模分组卷积发生错误
onnx export incorrect apple silicon mps,onnx asked post specific model conv batchnorm onnx export gpu mps model subsequent forward onnx match forward model cpu cuda export produce model matches note forwards mps cpu match example shows best effort minimum needs one feature batchnorm perform one forward eval model batchnorm versions collecting environment information version dev debug cuda rocm os macos gcc version collect clang version clang cmake version collect libc version version default mar clang bit runtime platform macos bit cuda available cuda runtime version cuda gpu models configuration cuda nvidia driver version cuda cudnn version cuda hip runtime version miopen runtime version xnnpack available versions libraries pip numpy pip dev numpy py ab numpy base py dev py,2022-08-11T05:30:58Z,"bug, module: onnx, triaged, module: mps",CLOSED,0,22,https://github.com/pytorch/pytorch/issues/83230,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,框架在特殊架构下不被支持,,,,,M1上的ONNX导出不正确 
nn functionanl interpolation fails onnx export,hi everyone implementing segmentation model onnx convert caffe model following specified align corners variable explicitly encode decoder zip encodes decode layers decoder cat interpolate encode bilinear align corners encode return segmentation interpolate input shp bilinear align corners however onnx export model caffe following occurs packages onnx symbolic py userwarning onnx export failed upsample bilinear align corners supported warnings warn onnx export failed op msg supported traceback caffe py module export params store trained parameter weights inside model packages onnx init py export return export kwargs packages onnx py export proto export graph export params onnx opset version defer weight export operator export runtimebug onnx export failed export operator upsample bilinear strange since explicitly set align corners anyone help kind suggestion welcomed thanks kindly information,2018-08-12T03:59:18Z,"module: dependency bug, module: onnx, triaged",CLOSED,0,21,https://github.com/pytorch/pytorch/issues/10446,"onnx, utm, source, caffe, export, model, doc, minifier, gh, quantized",19,算子不支持框架特性,,,,,ONNX导出失败
set processor affinity physical core fork,may related background arise ray raylet process forked process importing raylet uses execvpe create worker processes taskset pc pgrep raylet shows current affinity worker processes inherits ray worker processes one physical core causing significant performance penanlty investigation boils fork usage minimal example taskset pc child pid shows bad affinity strace strace sched setaffinity also clearly shows nanrrowed script turns may specific linking environment libgomp without mkl reproduce mkl calls sched setaffinity mkl come source able investigate workaround multiple ways workaround fork importing install pypi version tested manually reset affinity child processes pin llvm openmp found comparing dependencies older normal environment may caused un pinned upgraded dependency versions mkl environment wei,2023-04-20T12:49:19Z,"high priority, triage review, module: dependency bug, oncall: binaries, triaged, module: mkl, module: third_party, module: intel",OPEN,1,17,https://github.com/pytorch/pytorch/issues/99625,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,框架资源调度不合理,,,,,Pytorch将处理器关联设置为第一个物理核心
guard failures model,addition finfo verified fixed remains several guard failures unique instances hierarchy failure guard failure provided specific point dealing input linear matmuls multihead attention block reproduce script automatically installs huggingface nothing install dependencies small gpus might dial number sequences fit chen weiwen,2022-06-28T02:22:35Z,"bug, triaged, oncall: pt2, module: dynamo",OPEN,0,20,https://github.com/pytorch/pytorch/issues/93774,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,模型出错,,,,,
tensorimpl de virtualization,motivation de virtualize tensorimpl methods much possible achieve performance gain common tensor methods numel sizes concerns xla relies tensorimpl methods numel sizes virtual implementation calculate values lazily requested rather eagerly change happens proposal support xla add virtual methods virtual numel virtual sizes virtual opaquetensorimpl tensorimpl add conditionanl branching numel sizes opaque virtual methods tensorimpl opaquetensorimpl benchmarks jit lstm sure adding conditionanl branching de virtualizing numel sizes perf regression cpu cuda cases ask xla move xlatensorimpl opaquetensorimpl ask override opaque methods lazy de virtualize tensorimpl subclasses core library example pr,2019-07-12T19:12:40Z,"high priority, module: dependency bug, module: internals, triaged, quansight-nack",OPEN,2,11,https://github.com/pytorch/pytorch/issues/22815,"new, thread, org, version, tutorial, assert, cpu, master, doc, internanl",6,算子功能不完善,,,,,TensorImpl 去虚拟化
memory batched inverse,seems limit number batches one invert gpu think limit corresponds properly available memory batched inverse gpu less availiable memory tested collab allows batched inverse reproduce cpu numpy runtimebug cuda runtime invalid configuration argument opt bld work thc thctensorcopy cu expected behavior works reduce batch dimension one randn cuda environment version dev debug cuda os ubuntu lts gcc version ubuntu ubuntu cmake version version version cuda available cuda runtime version gpu models configuration gpu geforce gpu geforce nvidia driver version cudnn version probably one following matlab bin glnxa libcudnn cuda libcudnn cuda libcudnn cuda libcudnn cuda libcudnn cuda libcudnn static versions libraries pip collect cuda soumith cuda guided filter pip magma cuda dev py cuda cudnn cuda pip pip,2018-10-29T22:41:49Z,"module: dependency bug, triaged",CLOSED,0,19,https://github.com/pytorch/pytorch/issues/13276,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子资源调度不合理,,,,,batched inverse导致内存错误
memory cpu gpu convolution layer,hello problem related memory cpu gpu ubuntu os cudnn memory usage increases every epoch memory occur cudnn cudnn slower cudnn gist nido ae fd dd manually select convolution algorithm revise master csrc cudnn conv cpp revised gist nido db bbf cca revision comment findalgorithm handle conv benchmark algo cudnnconvolutionfwdalgo fwdalg cudnn convolution fwd algo winograd nonfused cudnnconvolutionbwddataalgo bwddataalg cudnn convolution bwd data algo winograd nonfused cudnnconvolutionbwdfilteralgo bwdfilteralg cudnn convolution bwd filter algo winograd nonfused memory change forward backward data backward filter algorithm algorithm provided cudnn select cudnn convolution fwd algo winograd nonfused forward convolution newly added cudnn memory usage increases mb every epoch select cudnn convolution bwd data algo winograd nonfused backward data convolution newly added cudnn memory usage increases mb every epoch select cudnn convolution bwd filter algo winograd nonfused backward filter convolution newly added cudnn memory usage increases mb every epoch algorithms memory occur yet test experiment cudnn memory occur compile cudnn anybody experiences memory experiment setup os linux mint ubuntu cuda cudnn,2017-04-17T11:18:09Z,"high priority, module: dependency bug",CLOSED,1,15,https://github.com/pytorch/pytorch/issues/1272,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,算子资源调度不合理,,,,,卷积层内存泄漏
nn lstm gives nondeterministic results dropout multiple layers,concise description got non deterministic results model nn lstm dropout gpu even seeded everything backends cudnn deterministic also set backends cudnn enanbled results deterministic reproduce steps reproduce behavior backends cudnn deterministic random seed manual seed cuda manual seed np random seed define module nn lstm input hidden layers dropout bidirectionanl training defined module multiple times sample messages traces provide well expected behavior concise description expected happen training deterministic across different runs environment version post debug cuda os debian gnu linux stretch gcc version debian deb cmake version version version cuda available cuda runtime version collect gpu models configuration gpu tesla gpu tesla gpu tesla gpu tesla nvidia driver version cudnn version collect versions libraries pip numpy blas mkl mkl mkl service py bf mkl fft py mkl random py hd dba py cuda cudnn py additionanl context add context problem,2019-03-17T03:25:24Z,"high priority, module: dependency bug, module: cudnn, triaged",CLOSED,1,14,https://github.com/pytorch/pytorch/issues/18110,"version, mkl, py, cuda, pip, pypi, numpy, gpu, pypi_pypi, cudnn",7,模型结果错误,,,,,nn.LSTM给出不确定结果 
flattenparamswrapper breaks dynanmo faketensor wrapping,repro script,2022-09-24T00:07:01Z,"bug, triaged, module: fsdp, oncall: pt2",OPEN,0,18,https://github.com/pytorch/pytorch/issues/93688,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,框架中包的不兼容,,,,,使用FSDP和Dynamo时发生了冲突
nn init orthogonanl work multiprocessing,concise description reproduce steps reproduce behavior output test test test,2019-06-19T05:55:38Z,"module: dependency bug, module: multiprocessing, module: nn, triaged, module: initialization",OPEN,0,17,https://github.com/pytorch/pytorch/issues/21956,"reproduce, behavior, expected, concise, description, context, environment, concise_description, message, sample",14,算子执行失败,,,,,多处理过程中nn.init.orthogonal_不工作
default chosen cudnn convolution algorithm uses twice much memory,received internanl report situations default cudnn convolution algorithm selects uses twice much default convolution successful workaround set backends cudnn benchmark seemed let us pick memory efficient convolution setting somewhat inconvenient actual algorithm selected however nvprof traces without benchmark without benchmark benchmark facebook people workplace groups permalink,2018-10-31T19:43:24Z,"high priority, module: dependency bug, module: performance, module: cudnn, module: cuda, module: memory usage, triaged",CLOSED,1,13,https://github.com/pytorch/pytorch/issues/13412,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,框架资源调度不合理,,,,,V100默认选择的cuDNN卷积算法使用两倍的内存 
serverless aws lambda timeout cpuinfo,running classification model serverless aws lambda receiving following upon calling serverless function cpuinfo failed parse present procesors sys devices system cpu present misspell spelling copied message received appear spelling cpuinfo master linux processors suspected might something switched back made work reproduce steps reproduce behavior lambda following whl requirements txt pillow pyyaml download org whl cpu cp cp linux whl optionanl model predict arise cpuinfo failed parse present procesors sys devices system cpu present also timeout lambda regardless long timeout chosen process exited completing request available receive cpuinfo failed parse present procesors sys devices system cpu present timeout process exited completing request expected behavior expected prediction model every new uploaded environment version os linux linux installed pip source pip command compiling source version cuda cudnn version cuda gpu models configuration gpu information deployed serverless aws lambda memory second timeout works additionanl context suspected might something switched back made prediction work,2018-12-14T09:45:34Z,"high priority, module: dependency bug, cherry-picked",CLOSED,0,17,https://github.com/pytorch/pytorch/issues/15213,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,框架资源调度不合理,,,,,Pytorch1.0.0与Serverless和AWS Lambda超时
